timestamp,event_ticker,market_ticker,url,target_price,current_btc_kalshi,current_btc_source,current_btc_proxy,seconds_left,yes_bid,yes_ask,no_bid,no_ask,yes_decision,yes_reason,yes_model_fair_value_cents,yes_required_exit_bid_cents,yes_edge_cents,yes_expected_roi_percent,no_decision,no_reason,no_model_fair_value_cents,no_required_exit_bid_cents,no_edge_cents,no_expected_roi_percent,chosen_side,open_trades,cash,open_capital,account_value,wins,losses,total_gain_percent
2026-07-02T18:13:43,KXBTC15M-26JUL021815,KXBTC15M-26JUL021815-15,https://kalshi.com/markets/kxbtc15m/bitcoin-price-up-down/kxbtc15m-26jul021815,61518.74,61463.33,kalshi_rendered_dom:h2:m-0.font-kalshi-condensed.typ-headline-x10.typ-tabular.text-text-x10:score_140_cached_0s,,76,0.2,0.3,99.7,99.8,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 1c MIN (raw 0.33c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum -0.70c | stability: stable: recent contract range 1.30c < pullback threshold 7.00c | BTC raw move $-4.32; side favorable $-4.32; side adverse $4.32 | BTC distance OK: $55.41 from target, minimum $17.00 | model fair value 9.81c | edge 9.51c | expected settlement ROI 3136.28% | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",9.81,1,9.51,3136.28,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 111c MIN (raw 110.89c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum 0.80c | stability: stable: recent contract range 1.30c < pullback threshold 7.00c | BTC raw move $-4.32; side favorable $4.32; side adverse $0.00 | BTC distance OK: $55.41 from target, minimum $17.00 | model fair value 90.19c | edge -9.61c | expected settlement ROI -10.53% | blocked: required exit would be 100c+ | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",90.19,111,-9.61,-10.53,,0,10.0,0,10.0,0,0,0.0
2026-07-02T18:13:45,KXBTC15M-26JUL021815,KXBTC15M-26JUL021815-15,https://kalshi.com/markets/kxbtc15m/bitcoin-price-up-down/kxbtc15m-26jul021815,61518.74,61463.19,kalshi_rendered_dom:h2:m-0.font-kalshi-condensed.typ-headline-x10.typ-tabular.text-text-x10:score_140_cached_0s,,74,0.2,0.3,99.7,99.8,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 1c MIN (raw 0.33c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum -0.60c | stability: stable: recent contract range 1.30c < pullback threshold 7.00c | BTC raw move $-4.25; side favorable $-4.25; side adverse $4.25 | BTC distance OK: $55.55 from target, minimum $17.00 | model fair value 9.45c | edge 9.15c | expected settlement ROI 3019.86% | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",9.45,1,9.15,3019.86,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 111c MIN (raw 110.89c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum 0.60c | stability: stable: recent contract range 1.30c < pullback threshold 7.00c | BTC raw move $-4.25; side favorable $4.25; side adverse $0.00 | BTC distance OK: $55.55 from target, minimum $17.00 | model fair value 90.55c | edge -9.25c | expected settlement ROI -10.18% | blocked: required exit would be 100c+ | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",90.55,111,-9.25,-10.18,,0,10.0,0,10.0,0,0,0.0
2026-07-02T18:13:46,KXBTC15M-26JUL021815,KXBTC15M-26JUL021815-15,https://kalshi.com/markets/kxbtc15m/bitcoin-price-up-down/kxbtc15m-26jul021815,61518.74,61463.03,kalshi_rendered_dom:h2:m-0.font-kalshi-condensed.typ-headline-x10.typ-tabular.text-text-x10:score_140_cached_0s,,73,0.2,0.3,99.7,99.8,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 1c MIN (raw 0.33c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum -0.30c | stability: stable: recent contract range 1.30c < pullback threshold 7.00c | BTC raw move $-4.25; side favorable $-4.25; side adverse $4.25 | BTC distance OK: $55.71 from target, minimum $17.00 | model fair value 9.24c | edge 8.94c | expected settlement ROI 2949.45% | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",9.24,1,8.94,2949.45,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 111c MIN (raw 110.89c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum 0.30c | stability: stable: recent contract range 1.30c < pullback threshold 7.00c | BTC raw move $-4.25; side favorable $4.25; side adverse $0.00 | BTC distance OK: $55.71 from target, minimum $17.00 | model fair value 90.76c | edge -9.04c | expected settlement ROI -9.97% | blocked: required exit would be 100c+ | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",90.76,111,-9.04,-9.97,,0,10.0,0,10.0,0,0,0.0
2026-07-02T18:13:48,KXBTC15M-26JUL021815,KXBTC15M-26JUL021815-15,https://kalshi.com/markets/kxbtc15m/bitcoin-price-up-down/kxbtc15m-26jul021815,61518.74,61462.88,kalshi_rendered_dom:h2:m-0.font-kalshi-condensed.typ-headline-x10.typ-tabular.text-text-x10:score_140_cached_0s,,72,0.2,0.3,99.7,99.8,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 1c MIN (raw 0.33c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum -0.30c | stability: stable: recent contract range 1.30c < pullback threshold 7.00c | BTC raw move $-4.35; side favorable $-4.35; side adverse $4.35 | BTC distance OK: $55.86 from target, minimum $17.00 | model fair value 9.03c | edge 8.73c | expected settlement ROI 2880.22% | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",9.03,1,8.73,2880.22,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 111c MIN (raw 110.89c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum 0.40c | stability: stable: recent contract range 1.30c < pullback threshold 7.00c | BTC raw move $-4.35; side favorable $4.35; side adverse $0.00 | BTC distance OK: $55.86 from target, minimum $17.00 | model fair value 90.97c | edge -8.83c | expected settlement ROI -9.76% | blocked: required exit would be 100c+ | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",90.97,111,-8.83,-9.76,,0,10.0,0,10.0,0,0,0.0
2026-07-02T18:13:49,KXBTC15M-26JUL021815,KXBTC15M-26JUL021815-15,https://kalshi.com/markets/kxbtc15m/bitcoin-price-up-down/kxbtc15m-26jul021815,61518.74,61462.72,kalshi_rendered_dom:h2:m-0.font-kalshi-condensed.typ-headline-x10.typ-tabular.text-text-x10:score_140_cached_0s,,70,0.2,0.3,99.7,99.8,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 1c MIN (raw 0.33c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum -0.40c | stability: stable: recent contract range 1.30c < pullback threshold 7.00c | BTC raw move $-4.29; side favorable $-4.29; side adverse $4.29 | BTC distance OK: $56.02 from target, minimum $17.00 | model fair value 8.66c | edge 8.36c | expected settlement ROI 2759.15% | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",8.66,1,8.36,2759.15,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 111c MIN (raw 110.89c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum 0.40c | stability: stable: recent contract range 1.30c < pullback threshold 7.00c | BTC raw move $-4.29; side favorable $4.29; side adverse $0.00 | BTC distance OK: $56.02 from target, minimum $17.00 | model fair value 91.34c | edge -8.46c | expected settlement ROI -9.40% | blocked: required exit would be 100c+ | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",91.34,111,-8.46,-9.4,,0,10.0,0,10.0,0,0,0.0
2026-07-02T18:13:51,KXBTC15M-26JUL021815,KXBTC15M-26JUL021815-15,https://kalshi.com/markets/kxbtc15m/bitcoin-price-up-down/kxbtc15m-26jul021815,61518.74,61462.58,kalshi_rendered_dom:h2:m-0.font-kalshi-condensed.typ-headline-x10.typ-tabular.text-text-x10:score_140_cached_0s,,69,0.2,0.3,99.7,99.8,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 1c MIN (raw 0.33c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum -0.50c | stability: stable: recent contract range 1.30c < pullback threshold 7.00c | BTC raw move $-4.29; side favorable $-4.29; side adverse $4.29 | BTC distance OK: $56.16 from target, minimum $17.00 | model fair value 8.46c | edge 8.16c | expected settlement ROI 2690.68% | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",8.46,1,8.16,2690.68,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 111c MIN (raw 110.89c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum 0.50c | stability: stable: recent contract range 1.30c < pullback threshold 7.00c | BTC raw move $-4.29; side favorable $4.29; side adverse $0.00 | BTC distance OK: $56.16 from target, minimum $17.00 | model fair value 91.54c | edge -8.26c | expected settlement ROI -9.19% | blocked: required exit would be 100c+ | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",91.54,111,-8.26,-9.19,,0,10.0,0,10.0,0,0,0.0
2026-07-02T18:13:52,KXBTC15M-26JUL021815,KXBTC15M-26JUL021815-15,https://kalshi.com/markets/kxbtc15m/bitcoin-price-up-down/kxbtc15m-26jul021815,61518.74,61462.4,kalshi_rendered_dom:h2:m-0.font-kalshi-condensed.typ-headline-x10.typ-tabular.text-text-x10:score_140_cached_0s,,67,0.2,0.3,99.7,99.8,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 1c MIN (raw 0.33c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum -0.50c | stability: stable: recent contract range 1.30c < pullback threshold 7.00c | BTC raw move $-4.33; side favorable $-4.33; side adverse $4.33 | BTC distance OK: $56.34 from target, minimum $17.00 | model fair value 8.08c | edge 7.78c | expected settlement ROI 2565.74% | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",8.08,1,7.78,2565.74,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 111c MIN (raw 110.89c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum 0.60c | stability: stable: recent contract range 1.30c < pullback threshold 7.00c | BTC raw move $-4.33; side favorable $4.33; side adverse $0.00 | BTC distance OK: $56.34 from target, minimum $17.00 | model fair value 91.92c | edge -7.88c | expected settlement ROI -8.81% | blocked: required exit would be 100c+ | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",91.92,111,-7.88,-8.81,,0,10.0,0,10.0,0,0,0.0
2026-07-02T18:13:54,KXBTC15M-26JUL021815,KXBTC15M-26JUL021815-15,https://kalshi.com/markets/kxbtc15m/bitcoin-price-up-down/kxbtc15m-26jul021815,61518.74,61462.2,kalshi_rendered_dom:h2:m-0.font-kalshi-condensed.typ-headline-x10.typ-tabular.text-text-x10:score_140_cached_0s,,66,0.2,0.3,99.7,99.8,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 1c MIN (raw 0.33c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum -0.50c | stability: stable: recent contract range 1.30c < pullback threshold 7.00c | BTC raw move $-4.40; side favorable $-4.40; side adverse $4.40 | BTC distance OK: $56.54 from target, minimum $17.00 | model fair value 7.85c | edge 7.55c | expected settlement ROI 2489.59% | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",7.85,1,7.55,2489.59,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 111c MIN (raw 110.89c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum 0.50c | stability: stable: recent contract range 1.30c < pullback threshold 7.00c | BTC raw move $-4.40; side favorable $4.40; side adverse $0.00 | BTC distance OK: $56.54 from target, minimum $17.00 | model fair value 92.15c | edge -7.65c | expected settlement ROI -8.59% | blocked: required exit would be 100c+ | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",92.15,111,-7.65,-8.59,,0,10.0,0,10.0,0,0,0.0
2026-07-02T18:13:55,KXBTC15M-26JUL021815,KXBTC15M-26JUL021815-15,https://kalshi.com/markets/kxbtc15m/bitcoin-price-up-down/kxbtc15m-26jul021815,61518.74,61462.04,kalshi_rendered_dom:h2:m-0.font-kalshi-condensed.typ-headline-x10.typ-tabular.text-text-x10:score_140_cached_0s,,64,0.1,0.2,99.8,99.9,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 1c MIN (raw 0.22c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum -0.60c | stability: stable: recent contract range 1.40c < pullback threshold 7.00c | BTC raw move $-4.45; side favorable $-4.45; side adverse $4.45 | BTC distance OK: $56.70 from target, minimum $17.00 | model fair value 7.47c | edge 7.27c | expected settlement ROI 3599.16% | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",7.47,1,7.27,3599.16,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 112c MIN (raw 111.00c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum 0.60c | stability: stable: recent contract range 1.40c < pullback threshold 7.00c | BTC raw move $-4.45; side favorable $4.45; side adverse $0.00 | BTC distance OK: $56.70 from target, minimum $17.00 | model fair value 92.53c | edge -7.37c | expected settlement ROI -8.31% | blocked: required exit would be 100c+ | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",92.53,112,-7.37,-8.31,,0,10.0,0,10.0,0,0,0.0
2026-07-02T18:13:57,KXBTC15M-26JUL021815,KXBTC15M-26JUL021815-15,https://kalshi.com/markets/kxbtc15m/bitcoin-price-up-down/kxbtc15m-26jul021815,61518.74,61461.85,kalshi_rendered_dom:h2:m-0.font-kalshi-condensed.typ-headline-x10.typ-tabular.text-text-x10:score_140_cached_0s,,63,0.1,0.2,99.8,99.9,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 1c MIN (raw 0.22c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum -0.40c | stability: stable: recent contract range 1.40c < pullback threshold 7.00c | BTC raw move $-4.56; side favorable $-4.56; side adverse $4.56 | BTC distance OK: $56.89 from target, minimum $17.00 | model fair value 7.25c | edge 7.05c | expected settlement ROI 3486.81% | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",7.25,1,7.05,3486.81,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 112c MIN (raw 111.00c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum 0.40c | stability: stable: recent contract range 1.40c < pullback threshold 7.00c | BTC raw move $-4.56; side favorable $4.56; side adverse $0.00 | BTC distance OK: $56.89 from target, minimum $17.00 | model fair value 92.75c | edge -7.15c | expected settlement ROI -8.08% | blocked: required exit would be 100c+ | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",92.75,112,-7.15,-8.08,,0,10.0,0,10.0,0,0,0.0
2026-07-02T18:13:58,KXBTC15M-26JUL021815,KXBTC15M-26JUL021815-15,https://kalshi.com/markets/kxbtc15m/bitcoin-price-up-down/kxbtc15m-26jul021815,61518.74,61461.67,kalshi_rendered_dom:h2:m-0.font-kalshi-condensed.typ-headline-x10.typ-tabular.text-text-x10:score_140_cached_0s,,61,0.1,0.2,99.8,99.9,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 1c MIN (raw 0.22c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum -0.40c | stability: stable: recent contract range 1.40c < pullback threshold 7.00c | BTC raw move $-4.59; side favorable $-4.59; side adverse $4.59 | BTC distance OK: $57.07 from target, minimum $17.00 | model fair value 6.86c | edge 6.66c | expected settlement ROI 3296.99% | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",6.86,1,6.66,3296.99,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 112c MIN (raw 111.00c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum 0.50c | stability: stable: recent contract range 1.40c < pullback threshold 7.00c | BTC raw move $-4.59; side favorable $4.59; side adverse $0.00 | BTC distance OK: $57.07 from target, minimum $17.00 | model fair value 93.14c | edge -6.76c | expected settlement ROI -7.70% | blocked: required exit would be 100c+ | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",93.14,112,-6.76,-7.7,,0,10.0,0,10.0,0,0,0.0
2026-07-02T18:13:59,KXBTC15M-26JUL021815,KXBTC15M-26JUL021815-15,https://kalshi.com/markets/kxbtc15m/bitcoin-price-up-down/kxbtc15m-26jul021815,61518.74,61461.48,kalshi_rendered_dom:h2:m-0.font-kalshi-condensed.typ-headline-x10.typ-tabular.text-text-x10:score_140_cached_0s,,60,0.1,0.2,99.8,99.9,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 1c MIN (raw 0.22c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum -0.30c | stability: stable: recent contract range 0.90c < pullback threshold 7.00c | BTC raw move $-4.63; side favorable $-4.63; side adverse $4.63 | BTC distance OK: $57.26 from target, minimum $17.00 | model fair value 6.64c | edge 6.44c | expected settlement ROI 3185.03% | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",6.64,1,6.44,3185.03,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 112c MIN (raw 111.00c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum 0.30c | stability: stable: recent contract range 1.30c < pullback threshold 7.00c | BTC raw move $-4.63; side favorable $4.63; side adverse $0.00 | BTC distance OK: $57.26 from target, minimum $17.00 | model fair value 93.36c | edge -6.54c | expected settlement ROI -7.48% | blocked: required exit would be 100c+ | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",93.36,112,-6.54,-7.48,,0,10.0,0,10.0,0,0,0.0
2026-07-02T18:14:01,KXBTC15M-26JUL021815,KXBTC15M-26JUL021815-15,https://kalshi.com/markets/kxbtc15m/bitcoin-price-up-down/kxbtc15m-26jul021815,61518.74,61461.29,kalshi_rendered_dom:h2:m-0.font-kalshi-condensed.typ-headline-x10.typ-tabular.text-text-x10:score_140_cached_0s,,58,0.1,0.2,99.8,99.9,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 1c MIN (raw 0.22c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum -0.30c | stability: stable: recent contract range 0.90c < pullback threshold 7.00c | BTC raw move $-4.65; side favorable $-4.65; side adverse $4.65 | BTC distance OK: $57.45 from target, minimum $17.00 | model fair value 6.25c | edge 6.05c | expected settlement ROI 2993.21% | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",6.25,1,6.05,2993.21,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 112c MIN (raw 111.00c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum 0.30c | stability: stable: recent contract range 1.10c < pullback threshold 7.00c | BTC raw move $-4.65; side favorable $4.65; side adverse $0.00 | BTC distance OK: $57.45 from target, minimum $17.00 | model fair value 93.75c | edge -6.15c | expected settlement ROI -7.09% | blocked: required exit would be 100c+ | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",93.75,112,-6.15,-7.09,,0,10.0,0,10.0,0,0,0.0
2026-07-02T18:14:02,KXBTC15M-26JUL021815,KXBTC15M-26JUL021815-15,https://kalshi.com/markets/kxbtc15m/bitcoin-price-up-down/kxbtc15m-26jul021815,61518.74,61461.11,kalshi_rendered_dom:h2:m-0.font-kalshi-condensed.typ-headline-x10.typ-tabular.text-text-x10:score_140_cached_0s,,57,0.1,0.2,99.8,99.9,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 1c MIN (raw 0.22c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum -0.40c | stability: stable: recent contract range 0.90c < pullback threshold 7.00c | BTC raw move $-4.68; side favorable $-4.68; side adverse $4.68 | BTC distance OK: $57.63 from target, minimum $17.00 | model fair value 6.03c | edge 5.83c | expected settlement ROI 2883.66% | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",6.03,1,5.83,2883.66,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 112c MIN (raw 111.00c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum 0.60c | stability: stable: recent contract range 0.90c < pullback threshold 7.00c | BTC raw move $-4.68; side favorable $4.68; side adverse $0.00 | BTC distance OK: $57.63 from target, minimum $17.00 | model fair value 93.97c | edge -5.93c | expected settlement ROI -6.87% | blocked: required exit would be 100c+ | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",93.97,112,-5.93,-6.87,,0,10.0,0,10.0,0,0,0.0
2026-07-02T18:14:04,KXBTC15M-26JUL021815,KXBTC15M-26JUL021815-15,https://kalshi.com/markets/kxbtc15m/bitcoin-price-up-down/kxbtc15m-26jul021815,61518.74,61460.91,kalshi_rendered_dom:h2:m-0.font-kalshi-condensed.typ-headline-x10.typ-tabular.text-text-x10:score_140_cached_0s,,55,0.1,0.2,99.8,99.9,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 1c MIN (raw 0.22c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum -0.10c | stability: stable: recent contract range 0.80c < pullback threshold 7.00c | BTC raw move $-4.69; side favorable $-4.69; side adverse $4.69 | BTC distance OK: $57.83 from target, minimum $17.00 | model fair value 5.64c | edge 5.44c | expected settlement ROI 2690.71% | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",5.64,1,5.44,2690.71,PASS,"exit strategy DECAY_CLIMB_10PCT | trade size $1.00, buy fee $0.01, sell fee $0.00 | required exit bid 112c MIN (raw 111.00c) | target profit if exit hits $0.1000 (10.00%) | time bucket DECAY_CLIMB | decay entry band 60c-80c | quick scalp band 75c-93c | quick scalp time 45s-300s left | spread 0.10c, max 4.00c | bid momentum 0.10c | stability: stable: recent contract range 0.90c < pullback threshold 7.00c | BTC raw move $-4.69; side favorable $4.69; side adverse $0.00 | BTC distance OK: $57.83 from target, minimum $17.00 | model fair value 94.36c | edge -5.54c | expected settlement ROI -6.49% | blocked: required exit would be 100c+ | blocked: entry is outside the decay-climb buy zone | decay-climb opening rule failed",94.36,112,-5.54,-6.49,,0,10.0,0,10.0,0,0,0.0
